Smoked Duck and Pluot Salad,1
Strawberry-Rhubarb Crisps with Cardamom and Nutmeg,1
"Bow Ties with Peas, Lemon, and Mint",1
Tropical Rainbow,1
Hungarian Porcini-Potato Latkes,1
Raspberry-Lemon Souffles,1
Fresh Pineapple Upside-Down Cake,1
Red Wine-Braised Short Ribs with Vegetables,1
"Sauteed Chicken with Tomatoes, Olives, and Feta",1
Beer-Basted Chicken with Asian Flavors,1
Filets Mignons with Mustard Port Sauce with Red Onion Confit,1
Lamb in Spiced Yogurt Sauce with Rice and Bread,1
Pork Tenderloin with Balsamic-Cranberry Sauce,1
Grilled Tea-Brined Turkey with Tea-and-Lemon Gravy,1
Grilled Game Hen with Moroccan Spices,1
Spiced Turkey Breast with Red Cabbage Slaw,1
Grilled Pork Tenderloin with Fresh Cherry Chutney,1
Braised Lamb in Pomegranate Sauce,1
Herb-Brined Pork Prime Rib Roast,1
Broiled Vegetables with Toasted Israeli Couscous,1
"Fettuccine with Tomatoes, Bacon, Arugula and Goat Cheese",1
Orange-Molasses Grilled Chicken,1
Cranberry-Orange Scones,1
Grilled Salmon Fillets with Creamy Horseradish Sauce,1
Fried Rice,1
Grilled Hoisin-Marinated Butterflied Leg of Lamb,1
Spanish-Style Grilled Vegetables with Breadcrumb Picada,1
Cappuccino Creams,1
Candied Carrot Curls,1
"Mixed Greens with Crispy Bacon, Goat Cheese, and Fried Egg",1
"Sugar Snap Pea, Radish, and Cucumber Salad",1
Cream of Tomato Soup with Souffléed Cheese Toasts,0
Potato-Leek Soup with Cheese,0
Cassoulet,0
Simple Veal Pasta Sauce,0
Peaches and Cream Shortcakes with Cornmeal-Orange Biscuits,0
Creamy Parmesan Polenta,0
Sausage Shepherds Pie with Sweet Potatoes and Squash,0
Spaghetti with No-Cook Tomato Sauce and Hazelnuts,0
"Blinis with Tapioca Caviar, Candied Fruits, Toasted Pecans, and Crème Fraîche",0
Cheesy Sausage and Sage Stuffing,0
Gingered Poached Apricot and Raspberry Compote,0
Shaved Cauliflower Salad,0
Blue Corn Bread,0
Lemon-Scented Ricotta and Mascarpone Cream Puffs,0
Risotto with Asparagus and Morel Ragoût,0
Cranberry-Fig Compote,0
Mango and Red Pepper Chutney,0
Fudgy Orange-Zucchini Cake with Orange Glaze,0
Florida Citrus Pie,0
"Herbed Eggplant with Tomatoes, Onion and Garlic",0
Caramelized-Onion Tartlets,0
Raspberry-Lemon Corn Muffins,0
Apple Bread Pudding,0
"Chestnut, Bacon, Dried Apple, and Corn Bread Stuffing",0
Wilted Spinach Salad with Warm Apple Cider and Bacon Dressing,0
Chocolate-Chicory Sauce,0
Squid in Vinegar Sauce,0
Linguine with Collard Greens and Bacon,0
Chili Vinegar,0
Spiced Hazelnut-Pear Cake With Chocolate Sauce,0
Brussels Sprouts with Marjoram and Pine Nuts,0
Szechwan-Style Eggplant with Pita Wedges,0
Green Curry Paste,0
Ginger Crunch Cake with Strawberry Sauce,0
"Zucchini, Bacon, and Gruyère Quiche",0
Mangalore Salmon Braised with Coconut Milk,0
Minted Blueberries with Lemon Cream,0
Greens-Filled Ravioli with Walnuts,0
Pears Conde,0
Fresh Peach Chutney,0
"Trout with Peppercorn Crust, Bacon and Red Cabbage",0
Scarborough Fair Shortbread,0
Gingered Apple Slaw,0
Green Salad with Radishes and Creamy Mustard Dressing,0
Jersey Cakes,0
Orange Chocolate Chip Pancakes,0
Green Papaya Salad,0
Chop Suey,0
Paella Valenciana,0
Potato Soup with Blue Cheese and Bacon,0
Spicy Black-Eyed Pea and Rice Frittata,0
Vanilla Frosting/Vanilla Sauce,0
Peach Lattice Pie With Bourbon Caramel,0
Spiced Sweet Potato Bundt Cake,0
Lentil Soup with Minted Yogurt,0
Hobo Pack Potatoes with Rosemary and Garlic,0
Plum-Fennel Salad with Honey-Ginger Dressing,0
Mini Star-Anise Scones,0
Grilled Lobster with Creamy Chili Vinaigrette,0
Campari and Grapefruit Ice Pops,0
Minestrone Salad,0
"Raspberry, Rhubarb and Pear Pies",0
Coconut Cream Tartlets,0
Roasted Guinea Hens with Whole-Grain Mustard and Herbs,0
Halibut with Red Bell Pepper and Olive Relish,0
Sea Bass with Gingered Vegetable Stir-Fry,0
Orange-Scented Bluefish,0
Chive Sour Cream,0
Corn Cakes Topped with Goat Cheese and Bacon,0
Fish Fillets in Mole Verde,0
Seafood Canapes with Lemon-Chive Butter,0
Rintaros Beef Curry,0
Cherry Almond Cake,0
Chocolate Spoonful Cake,0
Cornmeal and Shallot Madeleines with Crème Fraîche and Caviar,0
Stuffed Radishes,0
Parmesan Walnut Salad in Endive Leaves,0
Lobster Blt,0
Spicy Glazed Scallops on Cucumber Disks,0
Banana Orange Crepes,0
Herbed Oyster Stuffing,0
Ginger Lime Cordial,0
"Pear, Dried Cherry and Chocolate Chunk Crisp",0
Vanilla Ice Cream Base,0
Mangalore Fried Shrimp,0
Roasted Red Pepper Soup with Orange Cream,0
Lime and Chile Sauce,0
Cherry-Vanilla Bean Ice Cream with Cherry Sauce,0
German Potato Salad,0
Sausage and Broccoli Rabe Torta,0
Bavarian Cream with Raspberry Coulis,0
Leek and Salmon Chowder,0
"Pinhead Oat-Crusted Catfish, Roasted Cauliflower and Mustard Greens, and Lemon Cream",0
Eggplant Parmesan With Fresh Mozzarella,0
Cassoulet in the Style of Toulouse (Cassoulet de Toulouse),0
Roast Quail with Fresh Figs,0
Court Bouillon,0
Candied Grapefruit Zest,0
"Italian Sausage with Fennel, Peppers, and Onions",0
Cranberry Fruit Relish,0
Beef Tenderloin with Garlic and Brandy,1
Green Beans with Bacon and Red Bell Pepper,1
Gingered Shrimp with Asian Noodles,0
Stuffed Eggs with Goat Cheese and Dill,0
Swordfish Tacos,0
"Fennel, Watercress, and Endive Salad with Toasted Pine Nuts",0
Angels Hair Pasta with Lemon and Pine Nuts,1
Mashed Potatoes with Scallion,1
Shrimp and Pea Shao Mai,0
Cranberry Black Pepper Chutney,0
Chilled Tomato Soup with Chipotle Cream,0
Kielbasa and Lentil Salad with Warm Mustard-Fennel Dressing,0
Beer-Batter-Fried Sardines and Lime,0
Lobster Rolls with Lemon Vinaigrette and Garlic Butter,0
Linguine with Clams in Black Bean Sauce,0
Best-Ever Egg Salad Sandwiches,0
Ceviche Acapulqueño,0
Mashed Potatoes with Creamy Blue Cheese and Rosemary,1
Lemon and Toasted-Coconut Meringue Pie,1
Sweet Potato Salad with Orange-Maple Dressing,1
"Potato Salad with Egg, Dill Pickle, and Tarragon",0
Lemon Cream Pie,1
Veal Meatballs with Braised Vegetables,0
Tomatoes and Feta Cheese with Herb-and-Garlic Dressing,1
Panna Cotta,1
Miniature Olive Focaccias with Marinated Peppers,1
Halibut with Olive Tarragon Bread Crumbs on Roasted Tomato and Garlic Coulis,0
"Wild Mushroom Frittata with Cheddar, Green Onions, and Peas",1
Breakfast Couscous with Dried-fruit compote,0
Pork Cutlets with Figs and Balsamic Vinegar,1
Deviled Crab with Sherry Sauce,0
Chicken Breasts with Tomatoes and Capers,1
Shrimp and Pork Pot Stickers,0
Chocolate Kumquat Spring Rolls,0
Mushroom Flatbreads with Tricolor Roasted Peppers,1
Avocado and Mango Salad with Passion Fruit Vinaigrette,1
Baby Potatoes with Parsley and Lemon Butter,1
Duck Ragù with Creamy Polenta,0
Filet Mignon with Stroganov Sauce,1
Linguine with Mussels,0
Hummus,1
Spicy Shrimp with Andouille Sausage on Grits,0
Chopped Fried-Fish Tacos (Tacos de salpicón de pescado),0
Grilled Tuna Steaks with Cantaloupe Salsa,0
Fudgy Coffee Brownies,1
Fig and Goat Cheese Crostini,1
"Pizza with Leeks, Tomato and Goat Cheese",1
New England Clam Chowder,0
Burrata Cheese with Tomato Salsa and Olive Salsa,1
Roasted Chicken Legs with Vegetables and Arugula,1
Salmon and Cucumber Pumpernickel Squares,0
Sweet Potato Gnocchi with Brown Butter and Sage,1
"Striped Bass with Swiss Chard, Chestnuts, and Pomegranate Vinaigrette",0
Ricotta and Spinach Tortelloni in Tomato Sauce,1
"Chicken Roasted with Tomatoes, Potatoes, and Olives",1
Wine-Braised Lamb Shanks with Herbes de Provence,1
Glazed Smoked Duck with Candied Kumquats,0
Crusty Mustard-Dill Meat Loaf,0
"Smoked Salmon, Avocado, and Horseradish Spirals",0
Cheddar-Stuffed Mushrooms,1
Top Sirloin Steak with Bell Pepper and Onion Sauté,1
Shrimp in a Skillet with Creamy Tomato-Ouzo Sauce,0
"Tomato, Pickled Onion, and Coriander Sandwiches",0
"Roast Turkey with Prosciutto, Rosemary and Garlic",1
Gnocchi with Mushrooms and Butternut Squash,1
Dijon and Tarragon Grilled Chicken,1
Grilled Herb Potatoes,1
Crispy Fish with Sweet-and-Sour Sauce,0
Black Cod with Olives and Potatoes in Parchment,0
Indian-Spiced Chicken Kebabs with Cilantro-Mint Chutney,1
Olive and Anchovy Stuffed Eggs,0
Broiled Duck Breasts with Orange Chipotle Sauce,0
Shredded Brussels Sprout and Ricotta Toast,0
Roasted Pork Tenderloin with Sage Corn Bread Crust,1
Corn on the Cob with Shallot-Thyme Butter,1
Key Lime Mousse,1
"Feta, Spinach, and Basil Omelette Muffins",1
Pasta With 15-Minute Meat Sauce,0
Green-Onion Risotto,0
Butternut Squash and Hazelnut Lasagne,1
Chicken Vegetable Soup with Ginger,1
Chicken with Balsamic Vinegar,1
Maple Baked Beans,1
Lemon-Tarragon Chicken Salad Sandwiches,1
Shrimp with Snow Peas,0
"Toasted Orzo with Peas, Onion and Bacon",1
Crab Cakes with Tomato Cream Sauce,0
Endive with Smoked Trout and Herbed Cream Cheese,0
Spanakopita,1
Pasta Primavera,1
Spinach Salad with Tamarind Dressing and Pappadam Croutons,0
Pasta Paella with Clams and Spicy Sausage,0
Cold Tuna Niçoise,0
Cured Salmon with Fennel and Carrot Salad,0
Seared Sea Scallops on Sautéed Spinach with Hoisin Butter Sauce,0
Mexican Meatball Soup with Rice and Cilantro,0
Sausages and Green Lentils with Tomato Salsa,0
